pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SL,9/9/22,87,-1.91,6.55,"Mikolas, Miles",641511,571945,,ball,,,,,14,Jason Delay strikes out swinging.,R,R,R,PIT,STL,B,,,0,0,2022,0.4,0.37,1.13,1.19,,,668751,0,3,Bot,,,,,668800,,,6.483081583,-126.5454848,-7.511566794,3.14434394,22.7788667,-26.99661703,3.23,1.54,,,,87.5,2316,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.14,,,,,,,,20,1,Slider,1,0,1,0,0,1,1,0,Standard,Standard,188,0,0.059
FF,9/9/22,93,-2.02,6.54,"Mikolas, Miles",668751,571945,walk,ball,,,,,14,Cal Mitchell walks.,R,L,R,PIT,STL,B,,,3,1,2022,-0.44,1.43,0.14,1.23,,,,0,3,Bot,,,,,668800,,,6.490510837,-134.937335,-10.97747308,-6.747192163,28.88546324,-12.44499868,3.47,1.63,,,,93.1,2296,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.02,,,0.7,1,0,0,,19,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,206,0.032,0.245
FF,9/9/22,91,-2.13,6.43,"Mikolas, Miles",668751,571945,,called_strike,,,,,3,Cal Mitchell walks.,R,L,R,PIT,STL,S,,,3,0,2022,-0.32,1.27,0.68,2.98,,,,0,3,Bot,,,,,668800,,,7.782394062,-132.3329211,-5.548656681,-5.374586171,26.61139361,-16.17378514,3.47,1.63,,,,91.5,2297,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,53.99,,,,,,,,19,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,212,0,-0.076
FF,9/9/22,93.6,-1.96,6.58,"Mikolas, Miles",668751,571945,,ball,,,,,11,Cal Mitchell walks.,R,L,R,PIT,STL,B,,,2,0,2022,-0.36,1.48,-1,2.7,,,,0,3,Bot,,,,,668800,,,3.278802289,-136.1863131,-7.532598997,-5.179115464,30.80696739,-12.25325853,3.47,1.62,,,,93.6,2319,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.13,,,,,,,,19,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,209,0,0.134
SI,9/9/22,92.5,-1.98,6.56,"Mikolas, Miles",668751,571945,,ball,,,,,12,Cal Mitchell walks.,R,L,R,PIT,STL,B,,,1,0,2022,-1.26,1,0.94,2.64,,,,0,3,Bot,,,,,668800,,,10.18767026,-134.2474944,-6.351999197,-17.3987059,28.97136654,-18.85286915,3.47,1.64,,,,92.4,2251,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.13,,,,,,,,19,2,Sinker,1,0,1,0,0,1,1,0,Infield shift,Standard,215,0,0.063
FF,9/9/22,92.2,-1.97,6.6,"Mikolas, Miles",668751,571945,,ball,,,,,14,Cal Mitchell walks.,R,L,R,PIT,STL,B,,,0,0,2022,-0.32,1.19,0.91,2.01,,,,0,3,Bot,,,,,668800,,,8.011717045,-133.9308639,-8.432317661,-5.5324204,28.20141946,-16.23680321,3.44,1.62,,,,92.3,2347,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.1,,,,,,,,19,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,213,0,0.033
FF,9/9/22,94.3,-1.69,6.61,"Mikolas, Miles",656308,571945,strikeout_double_play,swinging_strike,,,,,6,"Michael Chavis strikes out swinging and Ke'Bryan Hayes caught stealing 2nd, catcher Andrew Knizner to second baseman Brendan Donovan to catcher Andrew Knizner.",R,R,R,PIT,STL,S,2,,3,2,2022,-0.3,1.21,0.65,2.76,,,663647,1,2,Bot,,,,,668800,,,6.769568653,-137.1463084,-7.016784091,-5.265269867,30.07344731,-15.58315005,3.37,1.56,,,,94.4,2339,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.15,,,0,1,0,0,,15,7,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,206,-0.045,-0.355
SI,9/9/22,93.8,-1.9,6.52,"Mikolas, Miles",656308,571945,,ball,,,,,9,"Michael Chavis strikes out swinging and Ke'Bryan Hayes caught stealing 2nd, catcher Andrew Knizner to second baseman Brendan Donovan to catcher Andrew Knizner.",R,R,R,PIT,STL,B,,,2,2,2022,-1.24,1.16,0.76,1.57,,,663647,1,2,Bot,,,,,668800,,,9.592494188,-135.9326982,-9.585406607,-17.41628728,29.69206806,-15.73343817,3.4,1.53,,,,93.7,2241,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.05,,,,,,,,15,6,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,210,0,0.089
SL,9/9/22,87.9,-1.91,6.51,"Mikolas, Miles",656308,571945,,ball,,,,,14,"Michael Chavis strikes out swinging and Ke'Bryan Hayes caught stealing 2nd, catcher Andrew Knizner to second baseman Brendan Donovan to catcher Andrew Knizner.",R,R,R,PIT,STL,B,,,1,2,2022,0.39,0.04,2.37,1.2,,,663647,1,2,Bot,,,,,668800,,,9.565884275,-127.6444869,-6.85242357,2.380901,25.51980311,-30.46958295,3.33,1.51,,,,88,2363,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.08,,,,,,,,15,5,Slider,1,0,1,0,0,1,1,0,Standard,Standard,167,0,0.057
SL,9/9/22,86.2,-1.88,6.58,"Mikolas, Miles",656308,571945,,ball,,,,,14,"Michael Chavis strikes out swinging and Ke'Bryan Hayes caught stealing 2nd, catcher Andrew Knizner to second baseman Brendan Donovan to catcher Andrew Knizner.",R,R,R,PIT,STL,B,,,0,2,2022,0.18,0.22,1.91,1.28,,,663647,1,2,Bot,,,,,668800,,,8.60679707,-125.176906,-6.826447087,0.279489005,23.54818979,-28.65758694,3.33,1.51,,,,86.2,2333,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.22,,,,,,,,15,4,Slider,1,0,1,0,0,1,1,0,Standard,Standard,122,0,0.03
SI,9/9/22,93.2,-2.02,6.45,"Mikolas, Miles",656308,571945,,foul,,,,,2,"Michael Chavis strikes out swinging and Ke'Bryan Hayes caught stealing 2nd, catcher Andrew Knizner to second baseman Brendan Donovan to catcher Andrew Knizner.",R,R,R,PIT,STL,S,,,0,2,2022,-1.01,0.92,-0.14,3.26,,,663647,1,2,Bot,,,,,668800,,,7.064259844,-135.5139865,-4.455052279,-14.01707741,28.99446048,-20.02030774,3.37,1.56,189,69.9,35,93.4,2248,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.09,,,,,,,,15,3,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,210,0,0
FF,9/9/22,91.1,-1.73,6.62,"Mikolas, Miles",656308,571945,,foul,,,,,6,"Michael Chavis strikes out swinging and Ke'Bryan Hayes caught stealing 2nd, catcher Andrew Knizner to second baseman Brendan Donovan to catcher Andrew Knizner.",R,R,R,PIT,STL,S,,,0,1,2022,-0.21,1.27,0.71,2.26,,,663647,1,2,Bot,,,,,668800,,,6.5813929,-132.2417289,-7.721536328,-3.999817293,30.17027983,-15.72138726,3.37,1.56,200,72.2,45,90.7,2264,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.15,,,,,,,,15,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,207,0,-0.068
SI,9/9/22,92,-2.06,6.47,"Mikolas, Miles",656308,571945,,called_strike,,,,,4,"Michael Chavis strikes out swinging and Ke'Bryan Hayes caught stealing 2nd, catcher Andrew Knizner to second baseman Brendan Donovan to catcher Andrew Knizner.",R,R,R,PIT,STL,S,,,0,0,2022,-1.15,1.06,-0.43,2.59,,,663647,1,2,Bot,,,,,668800,,,6.605931139,-133.6366487,-6.225941613,-15.19989677,31.72039662,-18.26278618,3.3,1.51,,,,91.5,2239,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.2,,,,,,,,15,1,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,210,0,-0.048
FF,9/9/22,92.6,-1.77,6.67,"Mikolas, Miles",669261,571945,strikeout,swinging_strike,,,,,11,Jack Suwinski strikes out swinging.,R,L,R,PIT,STL,S,2,,0,2,2022,-0.41,1.27,-0.33,4.16,,,663647,0,2,Bot,,,,,668800,,,4.582689769,-134.7776878,-3.35049152,-5.97753327,30.92038789,-16.23190523,3.45,1.62,,,,92.5,2306,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.18,,,0,1,0,0,,14,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,207,-0.029,-0.209
CU,9/9/22,77.4,-1.85,6.65,"Mikolas, Miles",669261,571945,,foul,,,,,9,Jack Suwinski strikes out swinging.,R,L,R,PIT,STL,S,,,0,2,2022,0.61,-1.44,0.29,1.89,,,663647,0,2,Bot,,,,,668800,,,3.43437417,-112.5220422,-0.425417438,4.368123414,24.41235405,-44.42375906,3.45,1.62,8,87.1,-15,76.7,2564,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.2,,,,,,,,14,4,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,28,0,0
FF,9/9/22,93.2,-1.8,6.63,"Mikolas, Miles",669261,571945,,foul,,,,,4,Jack Suwinski strikes out swinging.,R,L,R,PIT,STL,S,,,0,2,2022,-0.24,1.11,-0.31,2.23,,,663647,0,2,Bot,,,,,668800,,,4.338500873,-135.5334016,-7.981578404,-3.853770126,28.33989491,-17.006303,3.45,1.62,205,71.5,25,93.3,2267,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.21,,,,,,,,14,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,209,0,0
FF,9/9/22,91.8,-1.84,6.66,"Mikolas, Miles",669261,571945,,foul,,,,,5,Jack Suwinski strikes out swinging.,R,L,R,PIT,STL,S,,,0,1,2022,-0.58,1.05,0.08,2.81,,,663647,0,2,Bot,,,,,668800,,,6.103608131,-133.4995768,-6.177466808,-8.214190497,27.15888179,-18.50789097,3.45,1.62,198,71,25,91.9,2178,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.23,,,,,,,,14,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shift,Standard,209,0,-0.08
CU,9/9/22,75.7,-1.94,6.64,"Mikolas, Miles",669261,571945,,called_strike,,,,,2,Jack Suwinski strikes out swinging.,R,L,R,PIT,STL,S,,,0,0,2022,0.64,-1.12,-0.03,3.02,,,663647,0,2,Bot,,,,,668800,,,2.848562997,-110.2216188,1.54878817,4.647838149,20.26652224,-41.78028887,3.35,1.54,,,,75.6,2403,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.25,,,,,,,,14,1,Curveball,1,0,1,0,0,1,1,0,Infield shift,Standard,29,0,-0.066
FF,9/9/22,92.5,-1.98,6.6,"Mikolas, Miles",663647,571945,single,hit_into_play,,,,,4,Ke'Bryan Hayes singles on a ground ball to center fielder Tyler O'Neill.,R,R,R,PIT,STL,X,8,ground_ball,0,1,2022,-0.7,1.41,-0.56,2.53,,,,0,2,Bot,117.99,97.91,,,668800,,,5.155561748,-134.5352273,-7.681011923,-9.610395659,28.6663196,-13.51376282,3.16,1.51,108,99.5,4,92.8,2189,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.07,0.557,0.519,0.9,1,1,0,4,13,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,211,0.031,0.429
FF,9/9/22,93.3,-2.44,6.4,"Mikolas, Miles",663647,571945,,foul,,,,,5,Ke'Bryan Hayes singles on a ground ball to center fielder Tyler O'Neill.,R,R,R,PIT,STL,S,,,0,0,2022,-0.37,1.32,0.06,2.05,,,,0,2,Bot,,,,,668800,,,7.253183942,-135.5974508,-8.316401746,-6.11177068,29.11088168,-14.28958532,3.16,1.51,196,70.2,42,93.4,2338,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.12,,,,,,,,13,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,217,0,-0.034
CH,9/9/22,84.8,-2.01,6.47,"Mikolas, Miles",592325,571945,home_run,hit_into_play,,,,,8,Ben Gamel homers (8) on a fly ball to center field.,R,L,R,PIT,STL,X,,fly_ball,0,1,2022,-1.04,0.93,0.15,1.45,,,,0,2,Bot,144.04,30.86,,,668800,,,7.15360134,-123.239023,-7.313125948,-11.93704967,23.08067469,-21.45525439,3.29,1.55,418,104.9,29,85.4,1723,6.6,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,53.88,0.86,1.778,2,1,0,3,6,12,2,Changeup,0,0,0,0,0,1,1,0,Infield shift,Standard,228,0.11,1.034
SL,9/9/22,86.4,-2.3,6.52,"Mikolas, Miles",592325,571945,,called_strike,,,,,9,Ben Gamel homers (8) on a fly ball to center field.,R,L,R,PIT,STL,S,,,0,0,2022,0.57,0.42,0.7,1.7,,,,0,2,Bot,,,,,668800,,,5.993195892,-125.6123525,-6.13021664,4.928586624,24.16647824,-26.7510764,3.28,1.44,,,,86.6,2310,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.13,,,,,,,,12,1,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,178,0,-0.034
FF,9/9/22,94,-1.96,6.58,"Mikolas, Miles",666801,571945,field_out,hit_into_play,,,,,5,"Rodolfo Castro grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,PIT,STL,X,3,ground_ball,1,2,2022,-0.2,1.23,0.09,2.65,,,,2,1,Bot,152.48,163.87,,,668800,,,5.762334742,-136.7449839,-7.241023073,-3.77489761,28.46808314,-15.32885774,3.5,1.62,29,88,-3,94.5,2224,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.06,0.2,0.185,0,1,0,0,2,7,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215,-0.01,-0.07
CU,9/9/22,77.8,-2,6.54,"Mikolas, Miles",666801,571945,,ball,,,,,14,"Rodolfo Castro grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,PIT,STL,B,,,0,2,2022,0.66,-1.24,0.34,0.28,,,,2,1,Bot,,,,,668800,,,3.820302113,-113.2792739,-4.240461008,4.898313675,22.09418171,-42.16798787,3.38,1.53,,,,77.9,2597,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.02,,,,,,,,7,3,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,22,0,0.011
FF,9/9/22,94,-1.89,6.67,"Mikolas, Miles",666801,571945,,swinging_strike,,,,,3,"Rodolfo Castro grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,PIT,STL,S,,,0,1,2022,-0.39,1.27,0.32,3.09,,,,2,1,Bot,,,,,668800,,,6.567271151,-136.7293388,-6.424620779,-6.155916479,26.64083111,-15.0016357,3.5,1.62,,,,94.5,2345,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.17,,,,,,,,7,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,212,0,-0.023
FF,9/9/22,93.5,-2.11,6.52,"Mikolas, Miles",666801,571945,,called_strike,,,,,2,"Rodolfo Castro grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,PIT,STL,S,,,0,0,2022,-0.56,1.29,-0.01,3.5,,,,2,1,Bot,,,,,668800,,,6.670549979,-136.0154634,-4.957481816,-8.251329537,26.58166466,-15.27356955,3.52,1.55,,,,94.3,2221,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,53.97,,,,,,,,7,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,207,0,-0.017
FF,9/9/22,93.7,-1.79,6.71,"Mikolas, Miles",668804,571945,field_out,hit_into_play,,,,,6,"Bryan Reynolds grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,PIT,STL,X,3,ground_ball,1,2,2022,-0.38,1.29,0.62,2.55,,,,1,1,Bot,157.93,163.87,,,668800,,,7.05255818,-136.1581169,-7.893617756,-6.146992189,28.10076884,-14.59948372,3.06,1.46,27,86,-4,93.9,2283,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.14,0.154,0.139,0,1,0,0,2,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,211,-0.016,-0.112
CU,9/9/22,77.9,-1.93,6.57,"Mikolas, Miles",668804,571945,,swinging_strike_blocked,,,,,13,"Bryan Reynolds grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,PIT,STL,S,,,1,1,2022,0.8,-1.3,-0.15,0.75,,,,1,1,Bot,,,,,668800,,,2.377639817,-113.4375012,-3.173980124,6.349456441,22.62256531,-42.9037915,3.06,1.46,,,,77.7,2700,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.2,,,,,,,,6,3,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,26,0,-0.036
SI,9/9/22,93.2,-2.17,6.42,"Mikolas, Miles",668804,571945,,called_strike,,,,,6,"Bryan Reynolds grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,PIT,STL,S,,,1,0,2022,-1.54,0.57,0.44,1.94,,,,1,1,Bot,,,,,668800,,,10.1190542,-135.1765127,-6.968744511,-21.06291729,29.58232585,-23.80379606,2.94,1.41,,,,93.3,2295,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,53.98,,,,,,,,6,2,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,216,0,-0.031
SI,9/9/22,93.5,-2.23,6.37,"Mikolas, Miles",668804,571945,,ball,,,,,13,"Bryan Reynolds grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,PIT,STL,B,,,0,0,2022,-1.29,0.76,-0.93,1.47,,,,1,1,Bot,,,,,668800,,,6.216369227,-135.8640246,-8.601861272,-17.38457484,28.53497088,-21.04980569,2.97,1.41,,,,94,2208,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,53.95,,,,,,,,6,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,211,0,0.023
SI,9/9/22,94,-2.03,6.5,"Mikolas, Miles",665833,571945,strikeout,called_strike,,,,,9,Oneil Cruz called out on strikes.,R,L,R,PIT,STL,S,2,,2,2,2022,-0.88,1.06,0.66,1.97,,,,0,1,Bot,,,,,668800,,,8.93529168,-136.5457014,-8.450640335,-12.81221735,25.89631423,-17.27675604,3.85,1.8,,,,94.7,2261,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.01,,,0,1,0,0,,5,5,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,213,-0.021,-0.195
SL,9/9/22,86.1,-2.14,6.52,"Mikolas, Miles",665833,571945,,called_strike,,,,,2,Oneil Cruz called out on strikes.,R,L,R,PIT,STL,S,,,2,1,2022,0.37,-0.09,-0.12,3.5,,,,0,1,Bot,,,,,668800,,,4.053621642,-125.5553662,-0.855465147,3.274968779,21.44847331,-33.17769466,3.78,1.7,,,,87.1,2429,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.04,,,,,,,,5,4,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,91,0,-0.066
CU,9/9/22,77.5,-2.01,6.49,"Mikolas, Miles",665833,571945,,ball,,,,,14,Oneil Cruz called out on strikes.,R,L,R,PIT,STL,B,,,1,1,2022,0.63,-1.29,1.09,-0.11,,,,0,1,Bot,,,,,668800,,,5.487275581,-112.6632231,-4.791343635,4.339041846,20.99721127,-42.47717332,3.8,1.73,,,,77.7,2639,6.5,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,53.99,,,,,,,,5,3,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,29,0,0.049
CU,9/9/22,75.3,-1.84,6.7,"Mikolas, Miles",665833,571945,,called_strike,,,,,1,Oneil Cruz called out on strikes.,R,L,R,PIT,STL,S,,,1,0,2022,0.9,-1.41,-0.42,3.46,,,,0,1,Bot,,,,,668800,,,1.349430707,-109.4518837,3.007565956,6.899276573,21.56586977,-44.25385152,3.76,1.68,,,,74.8,2564,6.3,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.23,,,,,,,,5,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,25,0,-0.043
FF,9/9/22,92.4,-2.08,6.47,"Mikolas, Miles",665833,571945,,ball,,,,,13,Oneil Cruz called out on strikes.,R,L,R,PIT,STL,B,,,0,0,2022,-0.8,1.45,-0.3,1.32,,,,0,1,Bot,,,,,668800,,,6.278965312,-134.1403605,-10.50924561,-10.96702274,25.87424615,-12.58664482,3.8,1.72,,,,92.8,2278,6.4,662284,571945,668800,502671,680977,571448,669242,572816,641933,663457,54.07,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,214,0,0.033
CS,9/4/22,65.5,-2.21,6.54,"Mikolas, Miles",663845,571945,field_out,hit_into_play,,,,,8,"Alfonso Rivas grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",R,L,R,STL,CHC,X,4,ground_ball,2,2,2022,0.41,-1.2,-0.05,1.81,,,,2,8,Top,150.69,162.84,,,668800,,,3.285629304,-95.3476783,1.577908402,1.932784171,15.66571713,-39.92378929,3.22,1.49,10,85.3,-11,65.8,2031,6.7,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,53.78,0.126,0.113,0,1,0,0,2,51,6,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,34,0.025,-0.083
CU,9/4/22,78,-2.07,6.67,"Mikolas, Miles",663845,571945,,foul,,,,,8,"Alfonso Rivas grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",R,L,R,STL,CHC,S,,,2,2,2022,0.77,-1.3,0.17,1.76,,,,2,8,Top,,,,,668800,,,3.381944604,-113.5393588,-1.238196734,5.990814448,22.17108027,-43.34073537,3.22,1.49,3,56,-35,77.9,2583,6.3,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,54.17,,,,,,,,51,5,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,32,0,0
FF,9/4/22,94.1,-1.94,6.73,"Mikolas, Miles",663845,571945,,ball,,,,,11,"Alfonso Rivas grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",R,L,R,STL,CHC,B,,,1,2,2022,-0.33,1.06,-1,2.67,,,,2,8,Top,,,,,668800,,,3.186105337,-136.9769477,-7.185224734,-4.819443663,27.17273385,-17.54204115,3.32,1.49,,,,94.3,2243,6.2,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,54.33,,,,,,,,51,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,208,0,0.014
FF,9/4/22,94,-1.88,6.65,"Mikolas, Miles",663845,571945,,ball,,,,,11,"Alfonso Rivas grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",R,L,R,STL,CHC,B,,,0,2,2022,-0.35,1.22,-0.42,3.95,,,,2,8,Top,,,,,668800,,,4.559812149,-136.8518992,-4.043375005,-5.335327296,27.31273277,-16.10935713,3.29,1.49,,,,94.3,2299,6.2,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,54.26,,,,,,,,51,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,213,0,0.011
SL,9/4/22,90.2,-2.1,6.74,"Mikolas, Miles",663845,571945,,foul,,,,,12,"Alfonso Rivas grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",R,L,R,STL,CHC,S,,,0,1,2022,0.29,0.91,0.66,3.57,,,,2,8,Top,,,,,668800,,,6.258054208,-131.4063788,-3.952072252,2.243494423,23.48723964,-21.0136786,3.22,1.49,3,68.6,-50,90.8,2335,6.3,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,54.24,,,,,,,,51,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,191,0,-0.023
CU,9/4/22,77.5,-2.11,6.69,"Mikolas, Miles",663845,571945,,called_strike,,,,,4,"Alfonso Rivas grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",R,L,R,STL,CHC,S,,,0,0,2022,0.52,-1.39,-0.37,2.54,,,,2,8,Top,,,,,668800,,,2.756911323,-112.8653033,0.673240229,3.89359969,22.26133388,-44.3534915,3.18,1.49,,,,77.4,2563,6.4,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,54.14,,,,,,,,51,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,34,0,-0.017
SL,9/4/22,86.6,-2.1,6.61,"Mikolas, Miles",664731,571945,field_out,hit_into_play,,,,,6,P.J. Higgins grounds out softly to pitcher Miles Mikolas.,R,R,R,STL,CHC,X,1,ground_ball,2,0,2022,0.14,0.25,0.3,2.62,,,,1,8,Top,130.9,185.72,,,668800,,,5.467453375,-126.1650069,-3.919864476,0.456558492,23.26092181,-28.94795086,3.4,1.62,3,65.9,-43,87.1,2295,6.3,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,54.17,0.151,0.136,0,1,0,0,2,50,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,126,0.034,-0.222
SL,9/4/22,86.5,-2.05,6.6,"Mikolas, Miles",664731,571945,,ball,,,,,14,P.J. Higgins grounds out softly to pitcher Miles Mikolas.,R,R,R,STL,CHC,B,,,1,0,2022,0.21,0.32,1.03,2.22,,,,1,8,Top,,,,,668800,,,6.93464843,-125.8546706,-4.940413986,0.896660416,24.1456528,-28.00756861,3.41,1.62,,,,86.9,2305,6.4,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,54.1,,,,,,,,50,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,145,0,0.044
FF,9/4/22,93.4,-2,6.72,"Mikolas, Miles",664731,571945,,ball,,,,,11,P.J. Higgins grounds out softly to pitcher Miles Mikolas.,R,R,R,STL,CHC,B,,,0,0,2022,-0.57,1.26,-1.16,4.23,,,,1,8,Top,,,,,668800,,,3.43638643,-135.9823582,-3.468641703,-7.849874193,28.59802466,-15.90448429,3.38,1.62,,,,93.6,2289,6.3,661927,571945,668800,502671,669357,571448,669242,572816,641933,663457,54.19,,,,,,,,50,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0,0.023
