pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,6/14/22,92.5,-2.3,6.52,"Mikolas, Miles",675986,571945,,foul,,,,,2,Canaan Smith-Njigba hit by pitch.,R,L,R,STL,PIT,S,,,1,0,2022,-0.21,1.13,0.02,3.25,,,,1,2,Top,,,,,668800,,,6.406642219,-134.6276812,-5.083225843,-3.896014638,26.69032961,-17.50829591,3.37,1.53,235,72.1,37,93.3,2307,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,53.97,,,,,,,,12,2,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,211,0,-0.031
CU,6/14/22,74.5,-2.17,6.72,"Mikolas, Miles",675986,571945,,ball,,,,,11,Canaan Smith-Njigba hit by pitch.,R,L,R,STL,PIT,B,,,0,0,2022,0.91,-1.15,-1.4,4.65,,,,1,2,Top,,,,,668800,,,-0.0222557,-108.3848191,4.991603145,7.152170136,19.06189235,-42.31282775,3.31,1.53,,,,74.6,2497,6.4,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,54.14,,,,,,,,12,1,Curveball,3,0,0,3,0,3,0,3,Standard,Standard,37,0,0.023
FF,6/14/22,94.6,-2.11,6.6,"Mikolas, Miles",596129,571945,field_out,hit_into_play,,,,,3,"Daniel Vogelbach grounds out, third baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,L,R,STL,PIT,X,5,ground_ball,1,2,2022,-0.11,1.25,0.31,3.07,,,,0,2,Top,137.9,147.69,,,668800,,,6.581584322,-137.5543423,-6.344501941,-2.795081886,28.35480202,-15.10572281,3.31,1.62,6,74.9,-27,95.1,2304,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,54.01,0.049,0.052,0,1,0,0,2,11,4,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shift,Standard,208,0.02,-0.158
CU,6/14/22,76.3,-2.13,6.63,"Mikolas, Miles",596129,571945,,called_strike,,,,,9,"Daniel Vogelbach grounds out, third baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,L,R,STL,PIT,S,,,1,1,2022,0.67,-1.21,0.48,1.82,,,,0,2,Top,,,,,668800,,,4.305508127,-110.9865797,-0.817447297,4.616447821,21.96328409,-42.15183012,3.27,1.62,,,,76.2,2552,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,54.02,,,,,,,,11,3,Curveball,3,0,0,3,0,3,0,3,Infield shift,Standard,30,0,-0.054
FF,6/14/22,91.7,-2.1,6.57,"Mikolas, Miles",596129,571945,,called_strike,,,,,9,"Daniel Vogelbach grounds out, third baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,L,R,STL,PIT,S,,,1,0,2022,-0.22,1.21,0.38,1.65,,,,0,2,Top,,,,,668800,,,6.753302552,-133.1327661,-9.233268916,-4.081314351,28.54927365,-15.90826451,3.29,1.62,,,,92,2169,6.6,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,53.9,,,,,,,,11,2,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shift,Standard,211,0,-0.043
FF,6/14/22,91.7,-2.25,6.54,"Mikolas, Miles",596129,571945,,ball,,,,,13,"Daniel Vogelbach grounds out, third baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,L,R,STL,PIT,B,,,0,0,2022,-0.41,1.15,-0.21,0.74,,,,0,2,Top,,,,,668800,,,6.075380346,-133.0424939,-11.29908013,-6.124049261,27.93915537,-16.30341158,3.34,1.59,,,,92.2,2204,6.7,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,53.82,,,,,,,,11,1,4-Seam Fastball,3,0,0,3,0,3,0,3,Infield shift,Standard,207,0,0.033
SI,6/14/22,94.2,-2.24,6.53,"Mikolas, Miles",669261,571945,strikeout,swinging_strike,,,,,3,Jack Suwinski strikes out swinging.,R,L,R,STL,PIT,S,2,,2,2,2022,-0.69,1.35,0.36,3.33,,,,2,1,Top,,,,,668800,,,8.290443277,-136.8775209,-5.563199838,-10.56120341,31.0320598,-14.20570187,3.44,1.62,,,,94.1,2301,6.4,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,54.14,,,0,1,0,0,,3,5,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,205,0.01,-0.083
FF,6/14/22,95.2,-2.17,6.65,"Mikolas, Miles",669261,571945,,ball,,,,,11,Jack Suwinski strikes out swinging.,R,L,R,STL,PIT,B,,,1,2,2022,-0.27,1.14,-0.06,4.59,,,,2,1,Top,,,,,668800,,,6.127372584,-138.4946087,-2.320216382,-4.837687681,30.52236491,-17.19275066,3.43,1.62,,,,95.3,2365,6.3,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,54.16,,,,,,,,3,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,211,0,0.014
FF,6/14/22,93.9,-2.04,6.62,"Mikolas, Miles",669261,571945,,foul,,,,,9,Jack Suwinski strikes out swinging.,R,L,R,STL,PIT,S,,,1,1,2022,-0.46,1.05,0.59,2.07,,,,2,1,Top,,,,,668800,,,7.854643826,-136.3510609,-8.370688189,-7.514473197,31.03672181,-17.30036806,3.44,1.62,186,69.5,50,94,2345,6.6,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,53.94,,,,,,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,210,0,-0.023
CU,6/14/22,77.9,-2.13,6.68,"Mikolas, Miles",669261,571945,,ball,,,,,14,Jack Suwinski strikes out swinging.,R,L,R,STL,PIT,B,,,0,1,2022,0.78,-1.38,0.48,1.23,,,,2,1,Top,,,,,668800,,,4.185068465,-113.268598,-2.130397349,5.700950554,24.09597619,-43.71511567,3.36,1.62,,,,77.6,2603,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,54,,,,,,,,3,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,29,0,0.011
FF,6/14/22,93.9,-2.2,6.58,"Mikolas, Miles",669261,571945,,called_strike,,,,,8,Jack Suwinski strikes out swinging.,R,L,R,STL,PIT,S,,,0,0,2022,-0.35,1.18,0.22,1.76,,,,2,1,Top,,,,,668800,,,7.072597875,-136.3740465,-9.427406068,-5.828032946,28.60796639,-15.5130401,3.42,1.62,,,,94.3,2272,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,53.96,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,207,0,-0.017
SI,6/14/22,94.6,-2.24,6.47,"Mikolas, Miles",668804,571945,field_out,hit_into_play,,,,,8,"Bryan Reynolds grounds out sharply, shortstop Tommy Edman to first baseman Paul Goldschmidt.",R,L,R,STL,PIT,X,6,ground_ball,0,0,2022,-0.86,1.1,-0.26,2.04,,,,1,1,Top,123.61,143.07,,,668800,,,7.079690109,-137.3589444,-8.306593375,-12.4494018,30.27453961,-16.57487337,3.18,1.54,13,102.3,-8,94.7,2348,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,54.02,0.266,0.239,0,1,0,0,2,2,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,206,0.015,-0.156
SI,6/14/22,94.2,-1.99,6.58,"Mikolas, Miles",672779,571945,field_out,hit_into_play,,,,,6,"Tucupita Marcano grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,STL,PIT,X,3,ground_ball,3,2,2022,-0.74,1.16,0.6,2.76,,,,0,1,Top,154.65,161.8,,,668800,,,8.425665996,-136.8151291,-6.813713023,-11.11935003,30.39512141,-16.30575838,3.42,1.59,20,82,-7,94.7,2228,6.7,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,53.83,0.126,0.121,0,1,0,0,2,1,6,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,204,0.022,-0.299
SL,6/14/22,88,-2.2,6.55,"Mikolas, Miles",672779,571945,,ball,,,,,14,"Tucupita Marcano grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,STL,PIT,B,,,2,2,2022,0.44,0.27,1.54,0.75,,,,0,1,Top,,,,,668800,,,8.182864045,-127.8219859,-8.575981354,3.386284012,23.61574031,-27.77354376,3.45,1.59,,,,88.5,2492,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,54.03,,,,,,,,1,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,134,0,0.103
CU,6/14/22,77.5,-2.06,6.66,"Mikolas, Miles",672779,571945,,ball,,,,,14,"Tucupita Marcano grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,STL,PIT,B,,,1,2,2022,0.69,-1.29,0.32,0.98,,,,0,1,Top,,,,,668800,,,3.822407076,-112.8424571,-2.8003761,5.122033577,22.52248611,-42.75230104,3.38,1.59,,,,77.6,2588,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,53.99,,,,,,,,1,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,25,0,0.037
SL,6/14/22,88.4,-2.29,6.54,"Mikolas, Miles",672779,571945,,swinging_strike,,,,,14,"Tucupita Marcano grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,STL,PIT,S,,,1,1,2022,0.28,0.52,1.13,1.84,,,,0,1,Top,,,,,668800,,,7.793241521,-128.5467746,-6.516143306,1.584929507,24.73657074,-25.30355264,3.42,1.59,,,,89,2409,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,53.96,,,,,,,,1,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,196,0,-0.054
FF,6/14/22,95,-2.13,6.7,"Mikolas, Miles",672779,571945,,ball,,,,,12,"Tucupita Marcano grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,STL,PIT,B,,,0,1,2022,-0.28,1.22,1.23,3.76,,,,0,1,Top,,,,,668800,,,9.436745154,-138.0249082,-4.809370279,-5.576114148,28.16931754,-15.62797697,3.45,1.59,,,,95.5,2347,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,54.05,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0,0.025
FF,6/14/22,92.5,-2.19,6.57,"Mikolas, Miles",672779,571945,,foul,,,,,5,"Tucupita Marcano grounds out, first baseman Paul Goldschmidt to pitcher Miles Mikolas.",R,L,R,STL,PIT,S,,,0,0,2022,-0.37,1.22,0.26,2.38,,,,0,1,Top,,,,,668800,,,7.07085567,-134.3563299,-7.548156373,-5.951747254,28.24426902,-15.91771006,3.42,1.59,227,78.4,47,92.7,2175,6.5,661973,571945,668800,502671,669357,680977,669242,660766,664056,666185,54.04,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214,0,-0.034
SI,6/9/22,91.8,-2.45,6.4,"Mikolas, Miles",572287,571945,field_out,hit_into_play,,,,,11,Mike Zunino flies out to left fielder Tyler O'Neill.,R,R,R,TB,STL,X,7,fly_ball,0,0,2022,-1.1,1.21,-1.08,2.83,,,,2,8,Bot,123.73,190.29,,,668800,,,5.889282777,-133.4263321,-5.802674443,-14.38216759,30.00890423,-16.65420387,3.27,1.5,282,79.6,39,92.1,2173,6.7,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.85,0.023,0.021,0,1,0,0,3,55,1,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,212,-0.007,-0.099
SL,6/9/22,87.4,-2.39,6.53,"Mikolas, Miles",670764,571945,field_out,hit_into_play,,,,,12,"Taylor Walls grounds out softly, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",R,L,R,TB,STL,X,5,ground_ball,2,1,2022,0.54,0.62,1.15,3.21,,,,1,8,Bot,121.23,184.06,,,668800,,,7.413518994,-127.0267294,-3.095191962,4.294056345,26.892109,-25.0276465,3.5,1.64,14,47.9,-10,87.4,2344,6.4,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,54.06,0.146,0.151,0,1,0,0,1,54,4,Slider,2,1,2,1,1,2,2,1,Standard,Standard,186,-0.009,-0.181
CH,6/9/22,74.9,-2.7,6.21,"Mikolas, Miles",670764,571945,,ball,,,,,11,"Taylor Walls grounds out softly, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",R,L,R,TB,STL,B,,,1,1,2022,-1.1,0.77,-2.29,5.15,,,,1,8,Bot,,,,,668800,,,2.821258054,-108.8946424,3.789373568,-9.249871752,21.26831188,-27.11163512,3.43,1.64,,,,75.4,1309,7,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.52,,,,,,,,54,3,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,230,0,0.033
CU,6/9/22,75.3,-2.22,6.69,"Mikolas, Miles",670764,571945,,called_strike,,,,,1,"Taylor Walls grounds out softly, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",R,L,R,TB,STL,S,,,1,0,2022,0.89,-1.42,-0.55,3.12,,,,1,8,Bot,,,,,668800,,,1.892840273,-109.4760696,2.442776363,6.590860093,23.77754607,-44.22232174,3.4,1.63,,,,74.8,2433,6.5,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.99,,,,,,,,54,2,Curveball,2,1,2,1,1,2,2,1,Standard,Standard,31,0,-0.031
CU,6/9/22,76.1,-2.49,6.67,"Mikolas, Miles",670764,571945,,ball,,,,,11,"Taylor Walls grounds out softly, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",R,L,R,TB,STL,B,,,0,0,2022,1.01,-1.47,-1.3,2.64,,,,1,8,Bot,,,,,668800,,,0.683985984,-110.6418479,1.461192987,7.951619001,24.62120738,-44.64381505,3.46,1.64,,,,75.6,2459,6.5,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.99,,,,,,,,54,1,Curveball,2,1,2,1,1,2,2,1,Standard,Standard,30,0,0.023
SL,6/9/22,88.2,-2.42,6.64,"Mikolas, Miles",621433,571945,field_out,hit_into_play,,,,,2,Brett Phillips pops out to shortstop Edmundo Sosa.,R,L,R,TB,STL,X,6,popup,0,0,2022,0.54,0.76,-0.13,3.03,,,,0,8,Bot,103.81,124.71,,,668800,,,4.47724891,-128.3254668,-4.225998689,4.917163018,27.94408043,-23.09373496,3.47,1.64,197,70.6,52,88.2,2390,6.4,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,54.06,0.14,0.158,0,1,0,0,3,53,1,Slider,2,1,2,1,1,2,2,1,Standard,Standard,202,-0.013,-0.221
CU,6/9/22,75.7,-2.18,6.47,"Mikolas, Miles",650490,571945,field_out,hit_into_play,,,,,14,Yandy Diaz lines out to second baseman Tommy Edman.,R,R,R,TB,STL,X,4,line_drive,2,2,2022,0.92,-1.51,1.02,1.1,,,,2,7,Bot,156.75,138.25,,,668800,,,5.077738145,-110.0302915,-1.185678769,6.16175402,25.19670621,-44.15374552,3.48,1.65,173,60.8,29,75.3,2524,6.7,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.75,0.611,0.55,0,1,0,0,4,49,6,Curveball,2,1,2,1,1,2,2,1,Strategic,Standard,30,-0.009,-0.083
FF,6/9/22,93.1,-2.16,6.52,"Mikolas, Miles",650490,571945,,foul,,,,,4,Yandy Diaz lines out to second baseman Tommy Edman.,R,R,R,TB,STL,S,,,2,2,2022,-0.68,1.63,-0.53,2.7,,,,2,7,Bot,,,,,668800,,,5.7140419,-135.31537,-7.632136809,-9.65803437,30.81839186,-10.67026412,3.48,1.65,199,72.5,52,93.6,2310,6.7,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.75,,,,,,,,49,5,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,208,0,0
SI,6/9/22,93.5,-2.14,6.45,"Mikolas, Miles",650490,571945,,foul,,,,,8,Yandy Diaz lines out to second baseman Tommy Edman.,R,R,R,TB,STL,S,,,2,1,2022,-1.14,1.21,0.08,2.07,,,,2,7,Bot,,,,,668800,,,8.252761399,-135.6528318,-8.179016243,-15.94435985,31.40213249,-15.533315,3.48,1.65,207,75.2,51,93.5,2170,6.6,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.91,,,,,,,,49,4,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,207,0,-0.031
SL,6/9/22,88.1,-2.4,6.43,"Mikolas, Miles",650490,571945,,ball,,,,,14,Yandy Diaz lines out to second baseman Tommy Edman.,R,R,R,TB,STL,B,,,1,1,2022,0.3,0.42,1.42,1.37,,,,2,7,Bot,,,,,668800,,,8.671544809,-127.8418279,-7.040425798,1.434312414,26.84002683,-26.20432509,3.44,1.69,,,,88,2450,6.4,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,54.06,,,,,,,,49,3,Slider,2,1,2,1,1,2,2,1,Standard,Standard,136,0,0.021
SI,6/9/22,94.8,-2.2,6.57,"Mikolas, Miles",650490,571945,,ball,,,,,8,Yandy Diaz lines out to second baseman Tommy Edman.,R,R,R,TB,STL,B,,,0,1,2022,-0.76,0.97,0.01,1.64,,,,2,7,Bot,,,,,668800,,,7.484814015,-137.5674369,-9.341272401,-11.28772773,31.11461954,-17.91840407,3.58,1.66,,,,94.8,2335,6.5,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,54.04,,,,,,,,49,2,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,214,0,0.011
SI,6/9/22,94.2,-2.13,6.5,"Mikolas, Miles",650490,571945,,called_strike,,,,,13,Yandy Diaz lines out to second baseman Tommy Edman.,R,R,R,TB,STL,S,,,0,0,2022,-1.25,1.34,-0.87,1.82,,,,2,7,Bot,,,,,668800,,,6.078112808,-136.7259867,-9.410272863,-17.02126492,31.87552088,-13.35684654,3.58,1.63,,,,94.3,2267,6.6,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.88,,,,,,,,49,1,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,198,0,-0.017
SI,6/9/22,94.3,-2.07,6.54,"Mikolas, Miles",668227,571945,field_out,hit_into_play,,,,,5,"Randy Arozarena grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,R,R,TB,STL,X,4,ground_ball,1,0,2022,-1.59,0.83,-0.21,2.67,,,,1,7,Bot,124.99,143.87,,,668800,,,8.383802383,-136.8440784,-6.142848621,-21.80589493,32.95497524,-20.49401611,3.34,1.66,5,78.4,-29,94.2,2280,6.6,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.92,0.037,0.033,0,1,0,0,2,48,2,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,206,-0.014,-0.178
FF,6/9/22,92.1,-2.06,6.56,"Mikolas, Miles",668227,571945,,ball,,,,,11,"Randy Arozarena grounds out, second baseman Tommy Edman to first baseman Paul Goldschmidt.",R,R,R,TB,STL,B,,,0,0,2022,-0.33,1.37,-0.58,3.48,,,,1,7,Bot,,,,,668800,,,4.488514027,-134.0580473,-4.997245038,-4.926495163,29.70860317,-14.82707113,3.24,1.61,,,,92.7,2099,6.7,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.83,,,,,,,,48,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,208,0,0.023
SL,6/9/22,87.4,-2.44,6.36,"Mikolas, Miles",596847,571945,strikeout,swinging_strike_blocked,,,,,14,Ji-Man Choi strikes out swinging.,R,L,R,TB,STL,S,2,,3,2,2022,0.21,0.4,0.9,0.65,,,,0,7,Bot,,,,,668800,,,7.643583079,-126.8998655,-8.415773452,0.669496475,26.93735701,-26.28600281,3.18,1.55,,,,87.7,2337,6.7,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.84,,,0,1,0,0,,47,8,Slider,2,1,2,1,1,2,2,1,Infield shift,Standard,198,-0.018,-0.299
SI,6/9/22,91.9,-2.22,6.41,"Mikolas, Miles",596847,571945,,foul,,,,,6,Ji-Man Choi strikes out swinging.,R,L,R,TB,STL,S,,,3,2,2022,-1.11,1.23,0.66,2.09,,,,0,7,Bot,,,,,668800,,,9.763209898,-133.2195578,-7.726530559,-15.41508807,31.05644856,-16.00797086,3.18,1.55,194,73.5,59,92,2203,6.8,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.73,,,,,,,,47,7,Sinker,2,1,2,1,1,2,2,1,Infield shift,Standard,207,0,0
FF,6/9/22,94.5,-2.2,6.52,"Mikolas, Miles",596847,571945,,foul,,,,,2,Ji-Man Choi strikes out swinging.,R,L,R,TB,STL,S,,,3,2,2022,-0.42,1.39,-0.12,2.87,,,,0,7,Bot,,,,,668800,,,6.388073594,-137.3934275,-6.934395975,-6.807202641,31.67211178,-13.21546307,3.18,1.55,221,76.3,50,94.8,2257,6.6,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.9,,,,,,,,47,6,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shift,Standard,207,0,0
FF,6/9/22,92.1,-2.37,6.37,"Mikolas, Miles",596847,571945,,called_strike,,,,,8,Ji-Man Choi strikes out swinging.,R,L,R,TB,STL,S,,,3,1,2022,-0.48,1.14,-0.15,1.55,,,,0,7,Bot,,,,,668800,,,6.704737579,-133.6676695,-8.85561019,-7.229047746,30.11256023,-16.74131556,3.23,1.57,,,,92.3,2245,6.7,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.83,,,,,,,,47,5,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shift,Standard,212,0,-0.076
FF,6/9/22,91.7,-2.42,6.44,"Mikolas, Miles",596847,571945,,called_strike,,,,,7,Ji-Man Choi strikes out swinging.,R,L,R,TB,STL,S,,,3,0,2022,-0.41,1.2,-0.36,1.57,,,,0,7,Bot,,,,,668800,,,6.122064817,-133.196386,-9.069884476,-6.269901471,29.5655727,-16.05656472,3.21,1.56,,,,92.1,2234,6.7,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.81,,,,,,,,47,4,4-Seam Fastball,2,1,2,1,1,2,2,1,Strategic,Standard,210,0,-0.076
CU,6/9/22,75.4,-2.35,6.53,"Mikolas, Miles",596847,571945,,ball,,,,,14,Ji-Man Choi strikes out swinging.,R,L,R,TB,STL,B,,,2,0,2022,0.6,-1.37,0.44,1.16,,,,0,7,Bot,,,,,668800,,,4.757653661,-109.6109598,-1.435266265,3.782234514,23.23337911,-43.00075086,3.2,1.57,,,,75.3,2464,6.7,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.76,,,,,,,,47,3,Curveball,2,1,2,1,1,2,2,1,Strategic,Standard,30,0,0.134
SL,6/9/22,88.8,-2.48,6.51,"Mikolas, Miles",596847,571945,,ball,,,,,14,Ji-Man Choi strikes out swinging.,R,L,R,TB,STL,B,,,1,0,2022,0.28,0.89,1.08,2.4,,,,0,7,Bot,,,,,668800,,,8.148164831,-128.999879,-5.87649732,1.370213833,26.98872029,-21.13874059,3.25,1.63,,,,89,2325,6.5,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.95,,,,,,,,47,2,Slider,2,1,2,1,1,2,2,1,Strategic,Standard,199,0,0.063
FF,6/9/22,92.8,-2.2,6.66,"Mikolas, Miles",596847,571945,,ball,,,,,2,Ji-Man Choi strikes out swinging.,R,L,R,TB,STL,B,,,0,0,2022,-0.46,1.45,-0.01,3.23,,,,0,7,Bot,,,,,668800,,,6.628290295,-134.9004088,-6.180409147,-7.045575084,30.34815066,-13.26484303,3.26,1.54,,,,93,2224,6.6,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.93,,,,,,,,47,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Strategic,Standard,210,0,0.033
SI,6/9/22,94.9,-2.13,6.63,"Mikolas, Miles",622534,571945,strikeout,swinging_strike,,,,,12,Manuel Margot strikes out swinging.,R,R,R,TB,STL,S,2,,1,2,2022,-0.94,1.32,0.85,2.8,,,,2,6,Bot,,,,,668800,,,9.859297782,-137.6943267,-7.21830374,-14.26815439,34.04284232,-13.86073418,3.35,1.59,,,,94.3,2380,6.4,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,54.12,,,0,1,0,0,,43,4,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,208,-0.01,-0.07
SL,6/9/22,88,-2.38,6.49,"Mikolas, Miles",622534,571945,,ball,,,,,14,Manuel Margot strikes out swinging.,R,R,R,TB,STL,B,,,0,2,2022,0.29,-0.11,1.22,1.45,,,,2,6,Bot,,,,,668800,,,8.117828849,-127.7301412,-5.803114092,1.259696161,29.48886081,-32.26684863,3.34,1.6,,,,87.6,2414,6.5,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,54.04,,,,,,,,43,3,Slider,2,1,2,1,1,2,2,1,Standard,Standard,121,0,0.011
CU,6/9/22,76.2,-2.34,6.76,"Mikolas, Miles",622534,571945,,called_strike,,,,,3,Manuel Margot strikes out swinging.,R,R,R,TB,STL,S,,,0,1,2022,0.89,-1.51,0.66,3.01,,,,2,6,Bot,,,,,668800,,,4.68818683,-110.6711707,2.134053761,6.114699714,25.2481562,-45.0931225,3.37,1.58,,,,75.5,2621,6.5,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,54,,,,,,,,43,2,Curveball,2,1,2,1,1,2,2,1,Standard,Standard,29,0,-0.023
SL,6/9/22,87.1,-2.47,6.54,"Mikolas, Miles",622534,571945,,called_strike,,,,,6,Manuel Margot strikes out swinging.,R,R,R,TB,STL,S,,,0,0,2022,0.14,0.22,0.73,2.6,,,,2,6,Bot,,,,,668800,,,7.416005554,-126.6162321,-3.721648231,-0.071071145,27.00122792,-29.26948357,3.4,1.63,,,,87.3,2455,6.5,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,53.96,,,,,,,,43,1,Slider,2,1,2,1,1,2,2,1,Standard,Standard,152,0,-0.017
CU,6/9/22,76.6,-2.32,6.58,"Mikolas, Miles",595281,571945,single,hit_into_play,,,,,8,"Kevin Kiermaier singles on a ground ball to pitcher Miles Mikolas.  Kevin Kiermaier out at 2nd, pitcher Miles Mikolas.",R,L,R,TB,STL,X,1,ground_ball,0,1,2022,0.76,-1.61,-0.12,1.56,,,,1,6,Bot,146.95,183.01,,,668800,,,3.288659385,-111.2703187,-0.451022839,5.372492184,25.82205309,-45.39222574,3.42,1.63,1,66.6,-55,75.8,2579,6.5,661891,571945,668800,502671,669242,571448,624641,641933,664056,660766,54.01,0.249,0.232,0.9,1,1,0,2,42,2,Curveball,2,1,2,1,1,2,2,1,Standard,Standard,31,-0.015,0.286
